user_id,movie_id,rating,timestamp
274,470,4,878765732
414,31,3,881673729
539,599,5,879092736
943,512,1,889390254
859,284,2,880452346
941,1292,2,882859607
353,584,5,883370944
42,933,4,884732540
679,1113,5,879249079
13,318,4,890337494
411,621,5,885669133
454,1117,1,879496272
37,622,5,880982212
63,824,2,886168965
297,462,4,888026442
709,1396,5,892270496
787,735,2,876549295
278,1358,5,889474129
465,151,1,883820961
796,1419,5,879328388
659,233,2,887873167
272,894,1,876786067
343,1184,5,889079370
900,736,1,877106198
571,690,2,887833667
710,993,2,890530097
869,923,1,879009837
835,1531,3,885846450
551,497,3,875194592
243,1442,3,884252851
727,763,1,891463415
474,1227,5,878286212
867,1090,5,878610600
66,793,5,881257694
160,985,5,884121653
442,1026,5,891337260
451,1325,2,876695333
175,1313,5,891635489
367,1427,3,886976343
7,134,3,885211712
583,757,3,875572892
759,1044,4,892972416
268,1191,5,876892167
380,648,2,875853379
424,1085,4,876657991
550,245,1,892981574
859,13,3,877641135
797,975,5,890165366
689,113,5,890159175
260,484,3,892343933
40,1133,4,879130148
15,1181,5,883845210
47,1079,4,892873710
843,66,3,885079031
808,728,2,877332088
176,571,4,880973784
441,712,1,891226340
747,749,3,875873396
462,1631,3,882727739
184,860,4,889827670
641,14,5,887087552
624,660,3,892245410
747,762,5,886813500
612,1208,3,891786557
687,29,3,891630842
367,1632,4,884886569
292,84,3,892606411
743,779,3,890905442
859,1458,3,891843302
884,1306,2,879113342
5,712,1,885166694
349,316,4,883243089
467,259,4,878167837
414,1126,3,879476455
53,238,1,887383528
472,1558,5,887810555
103,298,2,882982183
117,1289,4,887687769
197,312,3,888019103
311,516,2,892788506
669,1407,5,887595142
180,789,1,875810381
401,1298,2,875738492
526,1339,1,875830742
771,1204,2,875238617
616,1412,2,876916751
105,1527,3,887696899
836,784,5,875235418
909,1082,5,891601186
798,1474,5,879518616
587,1078,3,875586970
689,339,1,883596415
671,840,5,887808043
624,1517,5,887357455
661,1562,4,888082298
289,1572,1,893112393
174,282,5,875192710
494,344,3,893051500
121,472,2,888022848
879,217,5,888764893
420,938,4,890783104
155,1276,1,890588457
202,1326,3,884984819
486,926,1,886713345
632,448,5,876817556
378,1376,1,881357807
332,1018,5,883855641
1,2,3,883191392
520,55,3,883422722
859,468,3,887133163
701,1527,2,876094147
805,686,3,893006747
553,1084,4,888544524
539,768,3,888228294
665,221,1,879997674
126,260,5,878652804
150,489,4,891885873
211,1218,2,890489389
470,449,3,880706076
812,1660,5,885044755
13,1111,4,890277321
521,1214,4,887472345
61,942,4,892677335
594,270,5,889007954
434,637,4,892298346
251,119,3,881781084
150,653,4,879648646
191,1542,3,890017754
191,668,4,875802998
419,388,2,879541437
756,1636,1,893030368
366,550,4,891036675
60,1355,5,887600184
508,529,2,878255883
160,1625,5,881925669
862,518,5,888720610
139,109,4,875232247
567,1264,5,890851879
848,660,3,877640433
490,610,1,881259963
414,578,5,890019163
479,1615,3,892884000
601,321,2,889030417
702,478,1,884575061
683,564,2,883723534
386,367,4,879517136
457,958,4,875868205
814,1173,4,879287432
714,511,5,885973772
232,893,5,890668381
212,77,4,891881867
518,365,1,890710742
663,1258,3,890509386
638,874,5,887252659
775,591,5,880569707
455,1154,4,877125014
93,1514,3,885147560
573,1648,1,884776150
846,1430,3,889139916
27,398,1,875179246
699,429,5,884968266
555,1587,3,886614967
232,826,4,891703063
577,1580,2,891566837
144,316,5,884722137
611,292,5,878978111
432,1173,3,882389307
627,767,3,888799458
104,413,1,893210900
79,906,3,875152838
838,329,3,877856771
343,816,4,889466294
713,249,5,880255158
865,580,4,889202280
374,1056,3,876204908
128,7,3,876218756
527,1167,5,876845461
6,1069,1,874922735
4,440,5,892126777
149,1210,4,876334522
939,86,1,885798098
162,1261,5,886658762
884,621,1,884812190
191,69,5,884308732
366,1521,4,881207237
394,1545,2,878703254
524,1091,4,889973101
175,1558,4,887753053
823,1656,5,881178403
103,1193,5,876434316
607,51,3,891509534
714,1381,5,879574282
477,1249,4,885997668
489,505,4,881132454
696,1066,1,887419982
928,735,3,879340708
366,1305,2,884661787
561,692,2,888557718
551,1074,3,889774194
445,1368,5,891793422
188,1282,2,885680966
845,218,4,882908147
304,363,5,886943260
883,990,2,891287103
412,1320,1,885457309
575,1423,1,880316938
179,656,5,893239473
338,1370,3,874927158
101,53,3,883871456
824,1111,3,882436476
284,1496,3,887054564
914,1609,5,884601879
426,1325,5,879672356
49,329,5,881004911
332,159,4,877388882
498,815,4,882646073
702,1326,5,883284473
528,1111,5,878192022
319,1236,3,875875859
547,238,3,885321166
718,599,4,888839418
813,406,4,887088517
332,1217,2,889028269
41,370,1,889534975
851,590,4,886750866
121,1596,4,888630058
277,964,5,879746753
396,1636,5,877437440
164,1327,4,880158345
460,655,5,891302039
732,350,5,890652357
829,1538,1,892520041
698,599,3,880212925
42,1557,4,888917642
561,1400,4,888977477
485,1378,5,878309443
140,1319,4,892483517
601,885,1,887098246
91,1057,5,891818389
587,1673,3,876628705
777,805,2,879730474
289,1461,3,886164412
844,275,3,878267260
714,1589,5,886535249
75,478,4,883786317
402,43,4,876570723
909,751,2,880846363
573,1454,2,888147296
16,1566,2,887125297
273,357,2,890661858
826,263,5,881577904
401,1644,3,890433749
867,1131,5,886285785
584,1008,4,876162972
620,308,2,885852012
319,848,2,887579732
312,1594,3,879593964
765,328,1,891867156
689,22,2,879078828
924,1103,5,893111151
411,633,4,890191633
203,554,3,891541243
504,739,1,880104490
36,913,5,876765901
337,1469,4,875003571
316,475,2,886756962
736,442,4,885123109
940,963,2,875434308
344,1407,1,878748976
95,267,5,877799908
754,475,5,874961412
887,1210,2,893019335
517,1629,2,891153305
857,407,5,884673994
9,1189,5,875079328
401,1048,5,884506701
85,1428,5,890472900
763,400,3,874891411
162,1630,1,876345942
550,1610,1,876034739
926,452,4,879512311
38,692,4,890842337
554,942,4,892409965
456,1373,3,889251392
2,1294,5,890568068
587,245,3,884916613
931,611,2,887349771
860,779,5,882660485
359,750,3,891293464
603,272,3,885961428
375,742,5,889974241
148,1485,4,890439164
20,544,1,888485768
78,57,5,892901526
389,1148,4,888471176
450,831,5,887526713
22,1637,2,875464747
408,1609,4,887499663
84,39,3,880034078
361,173,2,886102340
833,959,1,893114037
443,604,2,877130258
161,1555,4,877466027
321,419,3,891867149
626,764,4,888766938
306,302,1,882325595
154,918,5,883392920
238,45,3,891192343
493,133,2,884576072
307,1644,2,879534596
903,1365,2,883686620
661,699,5,888091452
683,1193,4,883411761
224,1504,5,890127820
323,1224,5,886398935
887,787,4,884375658
933,504,3,878039228
513,1341,5,875697650
144,1342,4,885903282
40,952,1,886418292
775,585,4,881907396
555,466,3,890022111
306,135,3,887068927
475,757,1,882624134
566,1389,3,885254203
741,1573,4,882792641
882,1366,4,891868496
254,44,3,881497398
620,884,4,887515007
55,2,5,878615468
263,724,2,887381855
818,1386,5,885886843
41,178,5,875815275
333,1384,1,879265956
34,1102,4,888398566
359,415,3,880385853
700,448,3,875450341
559,18,4,885650349
505,1257,2,884857336
593,1448,4,889049459
365,1128,3,877399522
887,1508,2,884555412
338,938,3,875709926
11,1460,4,878328016
258,1617,3,882004257
546,371,1,889078262
8,929,2,887899268
407,1088,5,876106448
215,618,3,887461099
79,805,4,878668799
425,1502,1,892728715
191,859,2,891040925
557,667,4,877445493
101,55,2,884487833
681,355,4,884936746
304,646,4,876309635
739,761,2,887989054
436,174,4,892387172
55,150,2,886130883
705,1275,5,884240600
860,322,5,874892207
482,1539,1,882651122
142,869,1,884295259
476,1299,4,885035990
578,1585,3,882062061
931,714,3,878067757
204,1650,3,881216180
607,1630,1,876889314
613,1450,4,882006066
158,203,2,888437920
264,1560,3,881063779
686,63,1,875594810
210,392,3,881532809
554,874,5,881290991
826,1542,3,880160074
600,862,3,891639373
865,29,5,875147716
92,1223,2,881140769
236,1508,4,890281700
678,242,4,886305095
904,1018,4,875710322
839,527,4,881800847
248,1114,5,891839781
638,600,2,886182003
632,1249,4,884440763
872,341,3,880144651
916,493,2,890333804
506,29,4,881680088
88,272,3,887856261
686,397,1,879974942
676,901,2,876092493
867,2,3,880981946
301,35,5,881594338
660,51,2,883727505
150,49,4,892346084
33,77,4,875074858
886,1167,5,876195334
108,82,3,883696424
180,160,5,875794513
61,582,4,889661537
577,31,3,884294028
817,1205,3,882138891
414,498,1,877575834
901,1007,2,877388637
917,250,1,884359136
40,68,2,875224250
765,443,3,885522410
551,1410,4,888083237
290,985,4,891485280
258,1128,2,888783734
453,1619,4,880458327
42,334,1,874750518
170,1158,3,883152387
51,501,1,882553805
696,640,2,878961993
368,538,3,884101726
84,373,4,883116313
388,1369,2,877648034
587,625,3,887032110
621,1068,5,880392780
436,920,5,884915096
613,625,4,881905471
800,243,2,878018264
695,229,3,887624159
19,444,3,889055809
704,610,5,876157231
846,1488,5,879771308
873,460,5,875397887
710,508,5,880309548
62,1183,4,875069070
418,730,5,877397739
754,1552,5,879170493
799,1479,1,881110240
474,84,1,876225649
352,961,2,888110186
705,1059,2,890297506
587,1590,4,884243266
506,43,1,890307243
72,1348,2,884475897
164,1406,3,882534851
135,1536,3,892329285
689,908,5,886856763
631,401,3,882284646
2,851,5,892165213
716,250,5,892843862
821,703,4,885715316
862,136,5,880870707
669,1295,5,887862796
818,1089,5,881564020
67,1344,2,891379500
38,282,3,892905484
283,1045,5,885521724
880,187,2,890302512
593,1227,1,880373313
81,1073,1,886499765
841,892,1,883430510
559,786,2,876443863
810,1285,5,885131634
125,186,3,886795753
851,147,2,884856132
867,1252,3,878803782
853,1305,4,879477177
732,1527,3,880783602
650,1447,4,883245082
837,1601,1,883150427
555,1512,3,885688505
108,521,5,888492008
773,852,2,876825583
926,835,4,878271414
407,1583,5,885928240
903,652,5,884505687
887,641,1,881357620
436,1626,3,886665648
82,119,3,891368604
521,694,2,876318690
860,410,2,878474513
611,787,5,879086871
103,659,5,884172546
531,304,3,875377382
296,69,3,884219753
682,1184,4,891284194
924,750,3,882911421
532,1468,4,876277469
91,1335,3,885641813
796,1096,5,882199377
315,122,2,879354404
344,1070,3,883434721
562,427,5,882945972
203,1034,5,880117166
150,191,3,893030005
812,77,2,892016168
239,1636,5,879364232
483,427,5,893173251
16,1148,3,884710063
200,535,1,890963229
409,195,2,884200564
773,1019,3,878077082
892,1403,4,884822220
495,344,4,887131554
350,430,1,876056051
425,1262,2,886869469
77,662,5,879033842
99,95,5,887422659
831,627,5,876153511
102,588,5,889945392
320,312,5,884657997
6,1532,4,889211385
857,777,4,883076287
74,1252,4,879717492
193,1543,1,887686153
22,1621,1,883078950
896,70,4,882841879
541,720,4,878061094
307,1044,2,881338168
832,779,3,881512437
91,886,1,876051397
595,845,2,878786931
762,358,2,892334477
273,1503,2,883442785
135,78,5,882217163
719,1432,3,875713927
896,250,4,886883300
60,1588,1,886251510
403,69,5,878258533
186,919,3,876202626
38,1298,2,882478749
543,382,4,875324178
439,514,2,885291443
398,418,5,880403811
91,44,4,875352595
739,1435,1,880571520
840,596,5,874909240
799,1279,4,891386475
748,897,4,892958990
373,902,5,880740926
234,34,5,887802423
651,304,5,877432587
171,1142,3,876229447
520,872,3,881946341
258,896,5,881621863
355,203,2,886162894
9,1019,2,879406267
207,143,1,884057758
668,263,4,888280526
711,70,5,879766166
167,166,2,877666742
578,926,1,891157539
689,1338,3,888388831
418,491,1,877957708
512,844,3,878104111
620,971,1,877946124
617,1356,3,889601699
923,266,3,888843591
304,937,3,892245151
244,889,5,886660798
186,838,2,884206620
593,1320,3,882525641
68,908,2,884155102
497,1634,2,892421088
560,25,5,878822793
188,341,4,877371161
870,89,1,879609543
181,81,2,892570924
621,830,5,893011310
308,588,5,890388624
220,1644,1,888210035
755,551,4,883033582
464,761,5,879672727
348,967,2,888234354
528,488,5,889479514
371,1645,5,888081708
750,718,4,881394434
807,861,5,887595839
549,42,3,874862027
902,1222,5,887845594
260,281,2,879571885
575,614,4,890933440
812,992,3,884937838
108,371,3,877928423
697,531,2,887579408
7,107,3,886995903
84,231,2,890219808
116,1021,1,891132282
790,757,5,887639850
786,1449,1,892596984
80,3,3,885926666
556,270,3,889233418
352,1305,5,889656095
391,1314,5,881509564
39,950,4,876992915
789,1413,4,881955376
715,168,3,893243688
739,204,5,875631603
50,1657,5,884301644
861,901,3,885150196
637,374,4,874827903
26,1585,4,876195262
411,1083,4,881427546
624,1603,2,880867914
838,1635,5,892661479
29,567,2,892324689
166,1063,2,891220086
891,262,1,891060459
85,776,4,887869328
468,309,3,891009629
376,9,1,885831661
403,234,1,877162075
10,49,1,887123781
234,442,3,886375330
504,308,5,888687058
839,231,5,892248961
778,864,1,880605340
938,233,5,881511184
469,1379,3,892870582
825,786,4,874803256
398,1023,1,888252580
109,459,4,884027060
467,1501,5,878967575
724,1086,5,884884561
709,1250,4,891245630
494,1152,3,877792601
263,1436,4,890998164
882,1089,3,878311018
416,640,3,886365030
916,1596,2,886829749
421,679,3,890246284
248,277,2,882130701
829,599,5,884129751
906,1442,5,878875289
433,187,5,884872164
887,1094,3,891977837
416,1099,2,883055324
134,1321,2,884965139
915,1525,5,879251039
601,242,4,886371742
544,1010,4,880003405
889,261,3,885364473
330,1489,3,891010231
25,1604,1,890880173
465,757,3,883528113
623,221,4,891794266
324,975,2,891110197
640,588,3,883545506
442,264,5,889090176
542,910,1,887576589
237,505,4,891647593
18,1620,3,892819611
723,1265,5,884429043
525,92,5,884342567
6,1081,3,883355277
59,271,4,882019960
692,1285,3,892360981
215,895,3,875944963
64,1496,4,882845245
624,1370,5,883438714
902,458,1,887271719
708,1372,3,887418822
33,710,1,880452336
460,1649,3,890794908
416,1129,3,874864038
404,1445,3,876470525
175,313,5,874738289
474,1314,5,889118193
736,1451,4,878730122
500,428,5,888013124
19,1529,5,885374112
749,708,5,892622835
797,1342,5,883320845
189,685,3,882518301
872,454,2,887732478
220,1302,1,883129597
464,202,1,878275292
860,952,4,881089292
37,1185,3,878105537
313,104,1,881279228
84,1662,3,882246665
263,1214,5,885011172
665,577,3,885983538
891,826,5,883827280
816,27,3,875187395
455,1503,3,888079168
446,571,5,876482835
466,459,5,880148979
627,993,2,877214968
928,1659,3,888972322
924,915,3,891984544
348,359,3,877993088
730,1421,4,880186220
781,1182,4,880361682
613,631,5,890914974
250,674,2,881142959
510,975,4,890740220
411,994,4,880135858
51,1657,5,886068251
68,1596,1,881710454
638,1311,3,878109847
450,1518,5,891699536
508,1208,1,877546392
503,1487,5,880638195
914,294,5,884159448
94,690,1,883209696
824,922,5,875893468
452,1426,2,878904141
351,1000,4,880159252
453,1168,5,876650574
647,1091,4,877400965
30,1382,4,889972333
853,905,4,878694296
659,637,3,889021240
257,371,5,886994538
872,151,2,882801227
100,268,5,884799590
689,263,4,887766399
75,474,4,891256696
122,824,5,890716444
105,106,5,887674528
113,1172,4,888982771
636,1548,5,880815056
377,504,4,876858207
92,1314,5,892264773
407,1476,3,877077692
4,1636,3,888652377
662,344,2,883187377
219,163,3,880710473
473,285,4,875608585
51,1613,5,884218123
283,455,4,886621081
108,1094,4,887302050
64,1490,3,879380714
867,1117,4,876306541
62,134,1,875304173
217,380,5,885655627
504,1224,2,877787188
875,858,1,886271871
158,873,4,882005510
859,94,1,880230256
731,169,1,877259819
732,1277,4,888591219
110,459,3,875323444
513,158,3,883967305
119,20,5,879407040
111,1613,1,882944870
439,942,1,882747193
757,760,3,890863343
359,1290,2,890568797
939,523,5,892483298
305,984,2,888170484
58,958,3,876015827
411,418,5,888453321
287,362,2,877223332
42,1542,3,892695196
774,625,3,880158900
730,1569,5,887911641
76,1625,5,884040592
595,169,5,880643767
650,1392,5,886700317
104,361,4,875159561
577,1630,4,881268001
932,384,5,875361628
5,1236,2,882369229
664,632,5,879783320
495,441,4,880732025
22,1206,3,876690599
934,1035,5,880989001
780,1111,2,878090081
232,559,5,881107185
17,396,5,874943261
519,197,3,877550077
371,831,2,884492211
533,834,4,885310006
272,957,4,884654671
468,235,4,881056395
170,172,3,885054501
18,539,5,891383291
363,486,5,890782372
588,1454,3,888551384
732,1580,1,890078962
494,832,5,880345510
706,200,4,876473073
757,466,3,876821978
437,577,4,878672474
928,406,4,885352674
828,614,2,877944496
404,1126,3,892036287
262,738,4,880108697
725,1520,4,877239464
354,1360,5,892451183
614,1278,3,878048789
126,1001,2,881050741
186,612,1,884117422
336,663,5,875019066
791,3,3,891551232
190,339,2,879707900
850,1189,5,889892320
422,1329,3,877595292
284,1543,3,875836607
184,423,3,879102469
799,1429,1,890925677
836,1216,4,878259125
693,999,2,879170588
503,1362,3,880196165
329,1507,3,889482767
621,1300,4,887993977
603,120,1,891234816
638,1360,3,877353241
940,1034,4,882001388
299,287,5,883514369
795,826,5,877706067
255,243,1,884493081
653,44,2,892422156
180,712,4,878709930
778,25,4,888165876
255,1663,5,884848965
259,1144,5,889253017
37,1432,4,882559727
551,397,1,875646433
376,896,5,883572970
286,1037,4,878281287
383,1303,5,876183233
129,931,1,875849623
903,856,5,885344706
186,1068,4,875212529
295,789,1,890572365
736,842,2,875252471
35,375,5,885664641
232,640,5,877572275
646,760,5,878088939
803,1477,1,889356857
2,1006,5,878784191
784,1050,4,886735495
217,8,4,883968802
477,406,5,891269487
765,1342,4,875242281
121,1430,5,892144399
202,104,4,882491718
652,1530,2,878442542
327,1531,5,888166386
179,391,4,887746108
524,125,3,888261230
153,1279,4,884268352
202,2,3,892714695
123,459,1,891844197
508,185,3,889282444
895,919,5,875475816
508,463,4,891297298
772,382,3,883739514
708,99,3,882568750
867,688,4,881543549
11,862,3,886307168
38,116,5,875516094
535,1034,5,876365064
803,1230,1,888067041
845,1458,4,881422650
258,1142,3,875856317
283,351,4,882228485
852,812,5,889822573
778,1155,5,878184215
425,947,1,892186828
320,830,5,878519784
154,644,1,883297495
697,507,3,874808934
234,357,5,892729831
83,586,4,892387314
27,1375,4,892752468
335,859,3,884620864
163,757,3,875924569
646,1449,2,891573530
491,1531,4,892522936
306,651,2,887956149
904,554,3,892168690
657,1402,3,882645865
158,58,3,885082217
417,1495,1,892986424
230,869,3,891071701
134,507,3,875845204
555,1473,3,875966978
390,1659,2,874901920
124,171,5,878630376
670,68,5,882322169
166,965,1,885372849
306,18,4,885176963
827,788,1,888028368
723,1143,1,891098673
543,953,5,879998124
295,930,5,890296453
221,1160,1,887541003
468,1414,2,876868289
293,1476,4,881348230
191,1570,5,877666321
5,476,4,882901260
834,275,2,885279625
922,157,4,878455226
701,56,2,882209043
180,92,4,888735368
928,106,4,885282899
417,1209,5,875110901
268,831,4,877896962
778,1348,3,881186520
837,180,3,883441211
196,1249,1,891541160
834,227,5,890581736
663,1262,3,888899411
66,519,5,887560628
904,1652,3,890932800
804,1479,3,880341651
464,511,1,879721527
611,28,2,890147091
565,1365,3,885142258
904,975,4,891969234
617,524,1,879732985
364,88,1,883870900
107,312,5,890494066
582,1223,4,875069288
414,1608,2,892475697
249,26,4,891119393
244,582,4,885217058
664,99,2,881246937
60,370,5,890058587
397,1070,3,886025674
163,1378,5,878358917
587,380,4,877590186
463,1497,3,889518071
612,1406,2,881706727
630,615,1,885069653
680,1568,1,892367499
695,1555,4,891496884
445,37,4,889267991
519,904,5,889178996
742,1598,4,877650156
263,1402,3,875409633
55,123,2,875013953
414,738,5,885845341
785,830,5,881029852
596,459,4,877997447
285,1246,4,879970825
609,1136,5,881048479
574,1583,4,891128787
931,719,4,880066894
794,63,2,878784085
437,875,5,874806615
736,1217,2,883284257
552,844,5,888758764
641,417,4,880732292
473,258,5,888548341
144,1619,1,882490572
887,1558,3,883790147
361,1459,4,880538263
692,111,3,890524871
671,456,5,891299895
555,1633,3,876903037
181,701,2,881756537
150,1479,2,883472610
39,33,4,882568258
669,1163,5,890423597
588,850,1,882477825
867,896,3,893054946
261,168,2,886493604
853,1326,1,889262508
806,641,5,887875616
146,329,2,890730168
207,982,4,892180145
296,985,4,884158460
426,251,5,877918727
494,134,5,883972675
55,1432,2,892049521
790,332,4,889360679
22,470,3,886848465
129,1059,3,877465896
498,397,5,877111676
447,1156,4,878196397
882,1492,5,887029755
508,1433,5,885044854
870,65,2,880009893
742,1355,2,889124282
823,864,4,890531589
829,434,1,888841795
346,1297,4,877130829
253,1098,5,881314773
712,1300,2,882690233
178,729,2,883568346
801,793,3,876014772
278,771,2,880188866
537,736,3,889904745
119,650,1,883251330
90,1087,2,880139440
87,850,4,889290485
42,1248,2,884050696
550,1522,5,876655419
736,71,4,893019888
909,1663,2,887349153
183,1026,5,885735947
197,1625,4,889596878
51,196,3,888509685
523,459,5,875877934
926,653,4,886701574
242,1015,1,877027370
346,1456,3,886949266
935,995,4,877258384
642,199,5,879370397
676,1215,5,882611709
348,101,5,885358956
501,1576,4,875505860
720,824,5,884437035
441,1039,1,892405838
475,1459,2,874749807
161,1244,3,875142531
499,1337,1,884440596
723,627,1,890923609
372,588,5,875024546
70,790,2,884053915
784,1656,2,885972639
731,1219,1,880218120
730,573,1,885980025
710,1350,5,891955057
890,403,5,888116776
587,1004,5,876812095
850,1404,2,889285175
372,1419,5,884091263
592,977,2,880443206
45,1661,5,878777267
822,927,3,885671129
172,742,5,876973780
368,18,4,881419133
896,41,5,888015442
188,1395,3,889522969
381,1474,5,879636920
26,70,5,874994821
877,1618,3,892062189
329,866,5,881611227
426,205,4,886188578
116,1516,5,876681641
310,1183,1,889399558
256,1016,3,875912393
125,1586,3,891952639
508,388,3,875430129
888,501,5,880311285
28,1088,3,879897954
461,816,2,888807367
287,1405,3,892704461
572,438,2,879064811
313,1291,3,875371924
892,1258,2,879333273
754,486,3,878784619
350,1521,4,884424519
592,1102,5,882748560
566,724,4,877640463
681,1060,2,882245654
554,1549,1,892852905
30,919,2,892124861
194,1241,4,875679325
578,1154,1,881390867
416,1015,3,875394181
384,588,5,892263591
410,871,2,889494403
898,1258,3,884015255
13,951,2,883186532
546,614,5,888135055
569,1171,2,888630321
618,676,5,875094361
819,1191,3,893047271
724,1525,5,890060362
910,1545,5,883484103
517,666,3,879722636
918,1463,1,876080588
303,278,2,877813928
749,439,2,890412347
190,426,3,883377372
323,1025,1,877134102
367,248,5,882376962
71,1038,1,892537274
636,1064,1,877149807
924,434,3,887441479
205,1203,4,877508821
731,996,4,892971993
862,781,1,880422059
517,1073,2,886005656
145,1555,5,893018977
418,1640,5,878696448
790,1270,5,887486746
828,1643,2,882804673
202,1265,5,880075422
116,700,2,876882110
137,1206,2,890094033
615,954,5,881142543
555,349,5,882560950
269,1402,5,881713259
286,1216,2,890152214
17,752,5,879614179
359,808,2,890842261
543,653,4,888609746
860,1257,5,877421587
21,286,1,888332374
489,1295,4,880197343
670,358,2,883876324
684,244,2,888507102
27,680,1,880987946
670,1334,5,878875218
626,1138,4,892288416
343,1106,4,882782353
385,694,5,893187009
778,1279,3,877484883
316,1080,5,889469912
878,730,4,889280876
362,59,5,879557229
785,1402,4,889224310
3,415,3,878309483
5,976,4,882360723
676,804,4,889003599
13,1055,5,875418981
446,391,3,881662666
698,917,3,891647095
448,1580,2,876717507
572,664,1,886714185
143,544,4,876560477
397,594,1,881104671
132,1147,3,889078402
165,659,3,885251712
706,1345,5,881755642
417,689,2,878324883
370,1237,5,893065668
567,296,4,886340152
174,113,1,887400399
644,381,4,882276482
763,9,4,891903982
110,1459,4,881306228
916,736,4,890087109
634,1233,4,877071370
763,667,4,890697903
371,825,5,882506978
878,213,4,891775750
582,226,5,878708270
775,431,1,878724370
839,1469,2,889865284
825,631,5,877963990
606,243,2,877179234
542,1554,4,882156616
435,678,2,893283840
628,1633,5,877829581
296,1327,5,891251073
587,214,2,877035466
81,109,4,879645010
613,569,4,882784433
476,931,3,883631356
791,673,1,885374560
401,981,5,888730907
534,1609,4,889405459
81,449,4,882212515
540,469,5,878584283
343,1340,5,883740828
49,679,4,884048978
174,785,3,882856029
737,908,5,875021979
856,1065,4,889943446
726,65,4,892932293
942,1014,5,888000151
107,731,3,891353531
898,359,4,884064406
540,5,1,877919490
104,980,5,874872847
455,343,4,875227636
303,1405,5,885699246
261,627,5,892458570
784,803,4,875224409
158,1393,3,878942512
413,1453,2,885595311
227,979,3,888158213
591,1297,4,885834246
571,1067,5,881146585
425,33,1,879869727
655,1572,1,881245702
940,1037,2,878868509
457,1039,3,890782630
770,455,5,886716009
386,527,3,882923014
290,762,3,886027306
450,1417,4,884248877
456,702,4,888388946
236,685,4,887059444
410,1611,4,881298518
682,907,4,888216985
482,1657,1,890338298
148,215,5,893136186
681,900,5,885847795
35,954,5,882240951
494,1530,4,892719204
146,321,5,887030225
295,1421,1,890541244
687,1058,5,884041978
271,469,5,881562338
140,747,3,891735372
619,1345,2,875275326
570,1386,4,875520525
141,1307,1,877538154
36,1122,4,875007280
840,1035,5,890986803
334,83,1,891964942
226,1078,5,884625305
156,1205,5,879618075
334,787,1,878935945
392,1035,5,889152500
235,1002,5,878004287
464,1422,5,876926817
295,2,5,879177205
277,1599,3,876541720
553,1398,5,879370929
436,501,2,883061084
419,876,3,881529496
900,725,2,877862162
722,827,5,889902013
896,288,4,887858494
770,1157,5,887385552
779,63,5,879562163
642,210,2,883677021
309,730,3,888669951
562,1377,5,881631916
772,260,2,892918382
707,904,1,890724189
203,505,1,892845918
513,216,3,885361342
